lganame,statename,num_health_facilities,longitude,population,lgaarea,popdensity,Facilities_per_10k_people,water_per_lga,NEAR_DIST_Health,NEAR_DIST_Water
Irepodun,Kwara,79,4.839477539000000,299576.152899999986403,755.668335,396.4386597,2.637059,15,3124.570347029634831,9903.351333994442030
Egbeda,Oyo,86,3.994306667000000,651203.006199999945238,218.2627411,2983.573731,1.3206327,36,1667.879030646213323,456.581426911538983
Akoko South East,Ondo,40,5.955180000000000,58586.149100000002363,225.2301483,260.1168213,6.8275523,0,1065.121031903254334,20170.696003202094289
Faskari,Katsina,60,7.272766667000000,333559.409400000004098,1536.619385,217.0735474,1.79878,3,2803.827183271697322,6600.900929653878848
Makarfi,Kaduna,56,7.968641100000000,292758.607200000027660,542.0379639,540.1071777,1.9128387,12,1942.080746812058351,6851.408633672065662
Udu,Delta,58,5.796020000000000,453958.653899999975692,152.7534637,2971.838623,1.2776494,18,1458.248519043989972,1932.118859973186090
Bunkure,Kano,30,8.702914000420000,318371.532599999976810,491.5102234,647.7414551,0.9422953,6,1144.715181839106663,7093.400957367780393
Funtua,Katsina,70,7.242976667000000,463116.305899999977555,384.0683899,1205.817261,1.5114994,1,1528.205155989231343,12809.265800102559297
Dambatta,Kano,44,8.569091797000000,524034.827600000018720,783.8791504,668.5148315,0.8396388,0,2120.231474456756587,14060.292182725168459
Jakusko,Yobe,52,10.778190380000000,326684.812600000004750,3394.531006,96.2385712,1.5917484,46,6522.106980949197350,31764.520615290370188
Gwale,Kano,45,8.492864000000001,668183.638700000010431,36.0896072,18514.57227,0.6734676,31,283.701874399936059,2924.813052003336452
Babura,Jigawa,34,8.755643000250000,355351.040299999993294,1022.938904,347.3824768,0.9568003,4,2209.245404115188649,26000.493554656284687
Sapele,Delta,41,5.669311523000000,407717.712600000028033,572.2050171,712.5378418,1.0055977,31,4522.396848208127267,1419.512153946414173
Ika North East,Delta,39,6.191894531000000,334663.044500000018161,476.8314819,701.8476562,1.1653513,0,1528.121428606210202,12197.638612607126561
Surulere,Lagos,166,3.354748333000000,283385.377399999997579,20.0128574,14160.16602,5.8577476,0,61.707372056850922,243.103191319400707
Garun Malam,Kano,32,8.444172999999999,225307.942999999999302,198.1862946,1136.849243,1.4202784,1,1454.490720013228383,1608.304595514252924
Offa,Kwara,62,4.687683105000000,262283.025199999974575,73.1129684,3587.366699,2.3638587,0,551.770335876785452,6385.594698836302086
Shomolu,Lagos,96,3.396031667000000,210048.336299999995390,10.2965498,20399.875,4.5703764,0,203.627522888611367,391.489817479903024
Makoda,Kano,32,8.477297000000000,260846.246099999989383,405.3511353,643.506897,1.2267764,1,573.136321909813091,19170.427390834549442
Rimin Gado,Kano,28,8.309996999999999,200382.533200000005309,262.3148193,763.9009399,1.3973274,1,983.714203181551625,3397.790719424265262
Yusufari,Yobe,27,10.549291589999999,298015.804500000027474,4418.185547,67.4520798,0.9059922,72,10289.494168536984944,15860.462730397248379
Bassa,Kogi,112,7.149130000000000,111821.944300000002841,1954.168823,57.2222519,10.0159235,59,477.914324716058729,4339.528801089331864
Jahun,Jigawa,48,9.515217000340000,427861.121400000003632,1204.376709,355.2552185,1.1218593,3,4078.078599981123261,10925.887155640939454
Kurfi,Katsina,59,7.388411700000000,219386.369700000010198,586.1472168,374.2854309,2.6893194,0,1330.146861760593993,6166.956786429602289
Esan West,Edo,61,6.143600000000000,366657.722000000008848,509.6326904,719.454895,1.663677,0,4373.080258809778570,17751.465094042869168
Kaduna North,Kaduna,82,7.460388869680000,584465.425399999949150,70.2018509,8325.499023,1.4029914,22,196.678629349866156,278.021554494948418
Daura,Katsina,39,8.315568300000001,326488.088400000007823,217.3135681,1502.382446,1.1945306,0,3007.820203586915341,9469.378328479182528
Gassol,Taraba,100,10.755360000000000,386898.516999999992549,5297.875,73.0289993,2.5846572,64,3864.978191266410704,4086.824259175920361
Auyo,Jigawa,30,10.032471999800000,160525.256699999998091,386.2910767,415.5551758,1.8688648,3,2131.909874912989380,385.463723769460216
Wudil,Kano,30,8.848783940000001,389830.767899999977089,274.2686462,1421.346436,0.7695647,0,1739.704030416028218,2846.968521173450881
Ikara,Kaduna,50,8.010922600000001,366987.455100000021048,1038.0625,353.531189,1.3624444,11,1423.797269652997102,4429.360887343939794
Ifedore,Ondo,77,5.115360000000000,556667.374700000043958,383.7319946,1450.667114,1.3832318,8,842.874915579762728,5268.009300012196036
Lavun,Niger,99,5.716420000000000,280339.494799999985844,3683.364746,76.1096191,3.5314324,71,6497.180788151237721,12586.916862949012284
Dange Shuni,Sokoto,33,5.399932000200000,307053.848999999987427,1125.605713,272.7898865,1.07473,2,2230.840901560748989,7652.267091705771236
Yewa North,Ogun,94,3.097113333000000,302974.313299999979790,1803.773926,167.9669037,3.1025732,0,2913.603619384303784,1570.985792360236701
Tsafe,Zamfara,68,6.987643333000000,363056.015399999974761,1932.083984,187.9090271,1.8729892,13,3984.030456686869002,12631.530302832725283
Ekiti,Kwara,27,5.421508789000000,87301.183569999993779,473.6934814,184.2988892,3.0927415,1,1236.620031112880270,1819.297840270476399
Zuru,Kebbi,56,5.202927000350000,248074.056500000006054,1177.309815,210.7126312,2.2573905,7,3500.570348356900467,2302.400837509319899
Yagba West,Kogi,48,5.511710000000000,99320.200559999997495,1275.929443,77.8414536,4.8328538,2,6139.305304160445303,11165.954706227397764
Kogi,Kogi,90,6.762943042300000,99152.574900000006892,1492.159546,66.4490433,9.0769205,209,3153.378780840806940,3721.859762682650853
Olamaboro,Kogi,118,7.554658333000000,418815.683799999998882,1128.845703,371.0123291,2.8174684,0,835.036646156465736,30376.527753137550462
Odigbo,Ondo,81,4.853580000000000,578687.717399999964982,1807.567139,320.1472778,1.3997186,1,1286.736477499267949,7373.308930590455020
Agege,Lagos,94,3.309865000000000,225286.383100000006380,12.2497978,18391.0293,4.1724672,0,165.568587770327866,342.409117991804635
Kibiya,Kano,30,8.685598000000001,246348.230500000005122,410.594574,599.979248,1.2177883,2,680.645952427184511,12164.787276518769431
Isin,Kwara,34,4.967285156000000,90584.507089999999152,555.2650146,163.1374359,3.7534013,0,3650.355470216374215,9212.325742280281702
Sabon Gari,Kaduna,49,7.734444500000000,506040.599800000025425,191.0025024,2649.392578,0.9683018,2,1929.562520035048692,3455.028074954970634
Malam Madori,Jigawa,44,10.013783330000001,264091.068700000003446,817.0476074,323.2260437,1.6660919,1,743.340923090473666,12562.369583568053713
Lokoja,Kogi,111,6.731006667000000,360316.703500000003260,3187.03418,113.0570602,3.0806231,165,9050.875843059333420,2635.510629417821292
Ede South,Osun,37,4.434711806770000,106364.669800000003306,217.1096497,489.9122314,3.4785986,0,1099.614151753930855,6838.646948829761641
Giwa,Kaduna,81,7.531356742000000,480863.256400000012945,2302.390869,208.8538818,1.6844705,3,926.973008000983100,26457.375222561531700
Ikole,Ekiti,44,5.587520000000000,193774.337700000003679,1033.513916,187.4907837,2.2706826,0,6389.518849501476325,24178.480446057095833
Kunchi,Kano,37,8.210185724640001,235100.764399999985471,503.3869629,467.0378418,1.5737933,6,2394.598105790136742,4767.747712782539566
Guri,Jigawa,22,10.492658300000000,170561.107799999997951,1045.427856,163.1495667,1.2898602,5,5920.168202963607655,7988.700557125971500
Maru,Zamfara,80,6.536408000380000,338338.745300000009593,7420.753418,45.593586,2.3644941,4,6754.745588162694730,5598.283218520527953
Dukku,Gombe,82,10.736877440000001,341744.348999999987427,3743.077393,91.3003693,2.3994544,5,2867.135360169276282,24232.635893448779825
Wamakko,Sokoto,74,5.045385000000000,366912.841599999985192,694.2836914,528.4768066,2.0168278,15,1807.655725850058843,846.716915406910630
Oke Ero,Kwara,28,5.296508789000000,87039.826610000003711,433.8965759,200.6004028,3.2169182,2,1030.947069360960768,2618.156515137655788
Oshodi/Isolo,Lagos,218,3.299906667000000,596537.804200000013225,54.0405235,11038.71289,3.6544206,0,187.187923231348918,1742.554200324849489
Abadam,Borno,12,13.341830000300000,80384.580839999995078,3989.006348,20.1515293,1.4928236,328,9280.555767412595742,7696.340661495039058
Moba,Ekiti,35,5.117706666670000,139915.395400000008522,219.8049316,636.543457,2.5015118,0,885.805895152409562,18553.569777035558218
Gwagwalada,Fct,89,7.097900391000000,404447.356499999994412,1036.461548,390.2193604,2.2005336,5,1823.154471197765815,3244.947913928526759
Kagarko,Kaduna,80,7.869367100000000,362057.903799999970943,2355.918213,153.6801605,2.2095914,4,128.294492922822428,1937.999198878440893
Abaji,Fct,55,6.797912598000000,95454.506940000006580,948.1433105,100.6751862,5.7619071,0,1509.322654349893355,1071.318414540487311
Sardauna,Taraba,179,11.369410000000000,417888.940300000016578,4749.686523,87.9824219,4.2834349,23,1602.933449795665638,6165.591593644538079
Shanga,Kebbi,48,4.581020000000000,206682.449900000006892,2725.796631,75.8246002,2.3224032,24,2412.672604724419671,5222.513698230350201
Birnin Gwari,Kaduna,65,6.976088333000000,345811.509299999976065,6257.480957,55.2636948,1.8796366,6,8687.229270949259444,9273.181321108853808
Ngaski,Kebbi,59,4.764113333000000,234716.570299999992130,2764.579834,84.9013519,2.51367,15,4406.893675206193620,5675.081863932525266
Chikun,Kaduna,103,7.457220000000000,1194547.250000000000000,4466.356934,267.4544983,0.8622513,23,11497.530714594426172,922.886243961798300
Yauri,Kebbi,30,4.691850000000000,150080.351800000004005,315.1194153,476.2650146,1.9989293,31,1136.921017075849704,753.891295066983957
Kauru,Kaduna,53,8.145210000000001,338979.103000000002794,3186.149902,106.391449,1.5635182,1,3932.194140118682299,9145.525067605398363
Demsa,Adamawa,95,12.213684080000000,285015.959600000001956,1587.159302,179.5761566,3.3331466,77,764.825052108944533,2316.175830817031056
Umuahia South,Abia,56,7.433350000000000,251792.038200000009965,141.5717621,1778.546997,2.2240577,0,477.382122289331789,4466.053971364510289
Obokun,Osun,68,4.741638333000000,176954.760799999989104,510.3172607,346.754425,3.8427901,0,1760.391121835217291,5011.638367921951613
Owerri West,Imo,80,6.981431667000000,438676.356099999975413,286.7858582,1529.630371,1.8236679,0,1043.135494797948468,7379.843654240372416
Nasarawa,Nasarawa,165,7.554500000000000,401935.585699999995995,5207.259277,77.1875534,4.1051354,12,6436.158009628292348,8098.067219841240330
Idemili South,Anambra,80,6.960901667000000,343204.803799999994226,103.9956207,3300.185059,2.3309698,0,948.037651445425809,2409.579037855112801
Aba North,Abia,118,7.357866667000000,253274.615900000004331,27.3785954,9250.826172,4.6589746,0,149.683220232917648,4281.449138711523119
Odeda,Ogun,52,3.679300000000000,339860.902599999972153,1319.87915,257.4939575,1.5300378,1,799.178142643753517,305.070853783599262
Ijebu East,Ogun,65,4.400211667000000,442234.746800000022631,2023.046265,218.5984344,1.4698076,0,5272.050998524046008,1695.474078050700882
Okpokwu,Benue,82,7.826003333000000,232705.279299999994691,884.586792,263.0666504,3.5237706,0,1498.887222108539618,23824.159434454162692
Shomgom,Gombe,80,11.202880860000000,161496.035999999992782,976.0792847,165.4538116,4.9536819,1,2549.748100653448546,5475.952047276657140
Ado-Ekiti,Ekiti,148,5.210050000000000,826210.870200000004843,277.7504272,2974.6521,1.7913102,0,1144.774550047800631,6829.688991111594987
Ahiazu-Mbaise,Imo,63,7.301610000000000,247023.133899999986170,99.5902023,2480.395996,2.5503683,0,269.280946490007807,4750.643654149577742
Ankpa,Kogi,98,7.465188333000000,450372.520200000028126,1286.82251,349.9880676,2.1759765,4,2316.266958428370344,14778.556020850768618
Nkwerre,Imo,34,7.105078333000000,94809.368359999993118,47.4492416,1998.121948,3.5861435,0,809.655368024939094,1750.774012803049345
Apa,Benue,80,7.949557100000000,137248.216799999994691,1068.334229,128.4693604,5.8288555,0,1208.675486568085262,21742.676883172400267
Kwande,Benue,142,9.224220000000001,725473.262100000050850,2569.759033,282.3117981,1.957343,1,1025.275630336740960,4717.594364705934822
Ikom,Cross River,115,8.714628333000000,216730.566099999996368,1851.751465,117.0408478,5.3061275,1,1636.288233717119965,689.320773640220409
Ido-Osi,Ekiti,48,5.236160000000000,220148.457699999999022,228.1889038,964.7640991,2.180347,0,683.982707233864517,14846.847206661963355
Ukwa East,Abia,47,7.337675000000000,94231.210359999997308,322.2681274,292.4000244,4.9877319,0,1654.033622194686131,4838.603260231017885
Ukwa West,Abia,53,7.211478333000000,146464.707800000003772,244.8976746,598.0649414,3.6186192,10,456.681132909944210,6614.018672495301871
Nnewi South,Anambra,98,6.991005000000000,422369.703600000008009,180.7029114,2337.37085,2.3202422,3,997.642347497621017,5683.172942872543899
Bende,Abia,70,7.595156667000000,223490.591199999995297,590.8365479,378.2612915,3.132123,0,2751.142805902861255,16416.308455161462916
Okigwe,Imo,74,7.370022000000000,195686.744000000006054,327.4865112,597.5413818,3.781554,0,1106.281238430342682,6785.899967664345240
Jama'Are,Bauchi,44,9.930001710000001,125242.640499999994063,341.6170044,366.6171265,3.5131805,11,3343.330904739196285,6134.502162817921999
Kokona,Nasarawa,66,8.007277147470001,212618.286099999997532,1877.409302,113.2508926,3.1041543,0,2986.358444559441978,11268.673464536328538
Mafa,Borno,31,13.345379999800000,131460.415100000012899,3389.903565,38.7799873,2.3581243,13,8984.351163069130052,10501.148155707298429
Akko,Gombe,120,11.010809999999999,960215.333899999968708,2468.430664,388.998291,1.2497197,11,2119.567143349391699,1916.871980246190560
Ushongo,Benue,124,9.100636667000000,418542.745799999975134,1035.747437,404.09729,2.9626603,0,2663.871434705290994,14554.661756586850970
Ehime-Mbano,Imo,82,7.272430000000000,271125.782100000011269,190.8935394,1420.29834,3.0244265,0,715.962245655413426,7325.168929737305007
Ideato South,Imo,28,7.182225000000000,95041.843710000001010,93.6859818,1014.472412,2.9460709,0,725.601590452071264,3044.072633347614556
Ife South,Osun,79,4.578508333000000,179728.214000000007218,1045.828613,171.8524475,4.3955259,0,453.611965575593331,1663.803535733064564
Oyi,Anambra,73,6.868013333000000,302302.361399999994319,149.5608215,2021.26709,2.4148009,5,1640.819331737645143,641.867399795219740
Ekiti South-West,Ekiti,41,5.065215000000000,136122.629899999999907,291.2039795,467.4476929,3.0119901,0,757.751573968942694,10388.806244152110594
Ayamelum,Anambra,42,6.930725097000000,77443.414629999999306,548.8309937,141.1061249,5.4233146,34,4088.594681174549351,155.419318870818842
Aboh-Mbaise,Imo,97,7.199696667000000,302538.536599999992177,183.013855,1653.090942,3.2062032,0,166.040663583838608,5278.704960806649979
Ilejemeje,Ekiti,21,5.230018500000000,35771.307070000002568,97.1625214,368.1595154,5.8706269,0,2081.606353558096089,17273.654434070798743
Mbatoli,Imo,88,7.103986660000000,426121.385400000028312,173.3867493,2457.635254,2.0651393,0,581.748533512034101,1899.320033384606859
Akamkpa,Cross River,43,8.607362600000000,182207.530999999988126,4586.07959,39.7305641,2.3599463,42,8642.693519762164215,542.018681173521145
Obi Nwga,Abia,107,7.431980000000000,430171.847899999993388,369.4523621,1164.349976,2.4873781,0,693.403965205314421,10015.889049229104785
Logo,Benue,64,9.312514999999999,443010.586300000024494,1652.316284,268.1148682,1.4446608,15,1691.192162662092869,6993.663503339422277
Guma,Benue,104,8.445220000000001,256819.525499999988824,2930.691895,87.6310196,4.0495362,19,3314.925415488233739,5769.794058848617169
Ogoja,Cross River,102,8.737195800000000,184872.326200000010431,917.1692505,201.5683899,5.5173211,0,3896.939377595003862,4675.865251978912966
Ohafia,Abia,79,7.853626667000000,232642.751300000003539,543.6520386,427.9258423,3.3957646,0,388.096607775467533,16302.062386727153353
Orumba North,Anambra,65,7.224914551000000,231406.064899999997579,320.5632324,721.8733521,2.8089151,0,1747.372217148629261,2286.606076005764862
Ado,Benue,49,8.042270000000000,148330.069199999998091,991.8751831,149.5450897,3.3034434,0,2496.813709186345022,109.376755923190103
Toto,Nasarawa,68,7.292248333330000,126570.992199999993318,2646.50415,47.8257294,5.372479,9,4582.362409340609702,14667.391616878561763
Egbedore,Osun,75,4.516160000000000,254234.887900000001537,287.4992065,884.2977295,2.9500279,0,218.012545930124531,5306.763239866420008
Owerri North,Imo,90,7.092524000000000,428841.854700000025332,184.2839508,2327.071045,2.0986757,0,1382.302619225607259,3052.850694104416107
Idemili North,Anambra,140,6.927855000000000,463866.055500000016764,127.2860565,3644.280273,3.0181127,1,1389.926535006678023,4324.663283202486127
Isiala-Ngwa South,Abia,86,7.408111667000000,212718.369700000010198,250.2988434,849.857605,4.0429044,0,1388.452825083405287,17117.639667821116745
Funakaye,Gombe,61,11.438476560000000,346360.370799999975134,1274.625,271.7351074,1.7611715,5,1522.770968921462554,14645.581561082304688
Katsina-Ala,Benue,141,9.300890000000001,796505.218499999959022,2450.728516,325.0075378,1.7702333,46,2106.514575546645574,107.229807337086342
Mokwa,Niger,92,5.017146667000000,308330.167000000015832,3886.633057,79.3309174,2.9838145,264,5109.405570762934985,8747.246650729930479
Aba South,Abia,76,7.329870000000000,277440.347100000013597,37.6462021,7369.676758,2.7393277,0,244.420322664123859,4787.972341340725507
Edati,Niger,79,5.634277344000000,158815.033699999999953,1048.989258,151.3981476,4.97434,160,412.451201807454026,4420.596949122797014
Odogbolu,Ogun,70,3.777521667000000,324550.369699999981094,515.1693726,629.9877319,2.1568301,0,1951.500960833656109,5354.286807663468608
Balanga,Gombe,90,11.750305180000000,425520.982299999974202,1526.717651,278.716217,2.1150544,2,2633.525680264854145,905.467174353925770
Ijebu North East,Ogun,31,4.012570000000000,80934.078299999993760,145.7516937,555.2874146,3.8302777,0,1497.899747742013460,6238.740849205955783
Oturkpo,Benue,121,8.072188333000000,388734.410499999998137,1383.41272,280.9967041,3.1126649,0,1584.974416223702292,8225.611489729713867
Abi,Cross River,57,7.968566700000000,56366.264739999998710,237.0137329,237.8185577,10.1124315,5,115.878213596823556,694.019912191790695
Ideato North,Imo,79,7.115280000000000,313629.338400000007823,205.7551727,1524.284058,2.5188971,0,1059.229445919240788,3689.602930598627609
Oriade,Osun,77,4.882031667000000,222683.640000000013970,433.8217773,513.3067627,3.4578202,0,3025.601198057298006,14169.517009325123581
Illela,Sokoto,54,5.302890000000000,251934.473100000002887,1024.523193,245.9041138,2.1434145,4,4215.693282595188975,29455.705408632406034
Nwangele,Imo,32,7.143831667000000,149830.312500000000000,71.6763763,2090.372315,2.1357493,2,400.367580297922359,2377.375937594537845
Ife East,Osun,66,4.582865000000000,413984.837400000018533,271.8449402,1522.871216,1.5942613,1,2641.784834915513784,2732.775735580436503
Obanliku,Cross River,98,9.439726667000000,96096.825259999997797,1004.40094,95.6757584,10.1980476,0,5100.233498933262126,6115.290549809870754
Onuimo,Imo,28,7.233651689960000,63903.922079999996640,91.0967102,701.4953613,4.3815775,0,1190.271729175416340,4263.547128226082350
Qua'An Pan,Plateau,141,9.189086914000001,372607.279900000023190,2621.705078,142.1240234,3.7841451,43,3762.021357662784794,4143.448886044297979
Ngor-Okpala,Imo,75,7.083147000000000,266870.019399999990128,523.0978394,510.1722717,2.8103569,0,2625.951827557891193,2819.807535263083082
Ona Ara,Oyo,94,4.025761667000000,482737.179899999988265,319.0155945,1513.20874,1.9472294,5,1682.049402781361778,280.343981113990196
Igbo-Eze North,Enugu,83,7.492380000000000,465232.466499999980442,274.0179443,1697.817505,1.7840543,0,707.245211496281740,18508.003846466683171
Oju,Benue,125,8.294606667000000,218965.024299999990035,1167.896484,187.4866638,5.7086744,0,1491.458046355340230,9461.761089233137682
Boluwaduro,Osun,27,4.791101667000000,67175.577309999993304,168.9976959,397.4940491,4.0193181,0,530.059833462209895,12396.505722346988478
Shinkafi,Zamfara,52,6.506010000000000,116124.920800000007148,921.6618042,125.9951553,4.4779363,3,846.217725166634864,1737.702920024901914
Orsu,Imo,55,6.990295410000000,183387.731999999989057,65.5096436,2799.400635,2.9991102,2,865.541616464512344,5869.845044215871894
Anaocha,Anambra,79,7.011513333000000,329481.276000000012573,113.1740952,2911.27832,2.3977084,2,1119.698083619262434,9511.194412449292940
Bekwarra,Cross River,79,8.983390099999999,104036.677999999999884,339.9517212,306.0336914,7.5934758,0,272.987954810963799,7380.692020150406279
Umu-Nneochi,Abia,65,7.391113281000000,191705.479300000006333,354.0710754,541.4321899,3.3906178,0,305.971742617532470,8865.060623380826655
Ose,Ondo,38,5.604492187000000,164601.912600000010571,1462.35376,112.5595703,2.3086002,0,4736.396390634295130,7759.245337462442876
Nnewi North,Anambra,144,6.922796667000000,360625.209600000001956,68.3541489,5275.834961,3.9930654,0,861.329390133133188,2088.782526109121591
Akoko North West,Ondo,41,5.710380000000000,145903.457200000004377,511.9458313,284.9978333,2.8100774,0,2714.192627187727339,43580.383919495943701
Ilesha East,Osun,35,4.780575823470000,153551.460200000001350,85.0611572,1805.188965,2.2793663,0,1388.791419628252015,13892.472879437415031
Njikoka,Anambra,50,7.010508333000000,159596.671700000006240,55.3028908,2885.86499,3.1328974,0,586.759791129299856,4027.491740685146397
Ohaji/Egbema,Imo,63,6.745651667000000,318113.107799999997951,940.0671387,338.394043,1.9804276,17,5658.358342911848013,8187.244758382748842
Gombe,Gombe,66,11.174682620000000,443464.054899999988265,55.3726387,8008.72168,1.4882829,1,259.907667136617533,39.346731212349077
Owerri Municipal,Imo,112,7.024941000000000,330244.469400000001770,62.3953362,5292.774902,3.391427,1,746.012484442535765,811.026316391351884
Keana,Nasarawa,34,8.930859999999999,80072.372870000006515,1046.268921,76.5313492,4.2461586,7,2472.028834528648531,1735.498493804836471
Ohaukwu,Ebonyi,127,7.942588333000000,291599.035600000002887,721.8115845,403.9822083,4.3552957,3,640.093820719765176,15017.051409785073702
Gbonyin,Ekiti,51,5.480971000000000,94245.161890000003041,458.9530334,205.3481598,5.4114184,1,817.537711429452202,17504.028822718439187
Isiala Mbano,Imo,71,7.202880860000000,257206.347600000008242,130.6270752,1969.012573,2.7604296,3,1085.850180944315071,1671.425874302834472
Irepodun/Ifelodun,Ekiti,52,5.150988333330000,256789.483899999991991,339.336853,756.7391357,2.0250051,0,789.178183681986752,4207.904104111185916
Obowo,Imo,65,7.397716667000000,168895.485400000005029,82.0507965,2058.426025,3.8485339,0,1072.467569773872128,4320.143581704102871
Isuikwuato,Abia,58,7.472165000000000,165505.684600000007777,374.7711792,441.6179504,3.5044115,0,1480.114198892302966,13504.095428939817793
Makurdi,Benue,151,8.524714541000000,704853.547499999986030,890.6578979,791.3852539,2.1422889,6,458.536914080884571,982.626543924674593
Gboko,Benue,148,9.092285156000001,793376.923100000014529,1615.872315,490.9898682,1.8654437,3,2709.129925917711716,8945.358042019222921
Ife Central,Osun,64,4.511474609000000,278490.614699999976438,143.2112579,1944.614014,2.2981026,10,2794.147195237278538,2375.028840049500559
Isiala-Ngwa North,Abia,79,7.517915000000000,235324.593699999997625,274.8981934,856.0427246,3.3570652,0,1129.755395828349492,9769.007882639969466
Yakurr,Cross River,71,8.207705000000001,109280.109599999996135,679.9666748,160.713913,6.4970651,2,2490.738500148145704,6869.646070030931696
Billiri,Gombe,97,11.116960000000001,228048.653300000005402,673.5618896,338.5711975,4.2534785,0,905.050589655561794,7373.702360681822938
Dunukofia,Anambra,73,6.922683333000000,189511.543600000004517,85.8507919,2207.452393,3.8520081,0,1011.976047417174641,4453.967042082478656
Osisioma Ngwa,Abia,108,7.327125000000000,447598.017200000002049,181.6086426,2464.629395,2.4128792,5,454.165508929401256,2689.286221555249540
Ola Oluwa,Osun,46,4.252861667000000,76561.086309999998775,330.1954041,231.8659973,6.0082741,0,818.058844247224556,282.987035435867369
Wamba,Nasarawa,69,8.565939999999999,91091.029540000003180,1230.247803,74.0428314,7.5748401,4,969.825251103121218,3400.421057722901878
Boripe,Osun,64,4.722280000000000,207494.989700000005541,80.5083923,2577.308838,3.0844119,0,251.063358183099041,6514.181026921059129
Yala,Cross River,124,8.617806667000000,184135.101300000009360,1588.804932,115.8953476,6.7341857,1,2173.642153460340978,833.026760237977555
Aguata,Anambra,140,7.056888333000000,526036.628700000001118,184.0838165,2857.593018,2.6614115,0,231.836012942593385,5791.955578436569340
Calabar Municipal,Cross River,95,8.342285156000001,280337.995200000004843,64.079834,4374.824219,3.3887665,0,105.582462836442673,1689.390540508335107
Onitsha North,Anambra,136,6.796020000000000,237813.010999999998603,39.885128,5962.448242,5.7187786,0,280.451601083229832,289.226250797453986
Ukum,Benue,105,9.585486185130000,935724.403999999980442,1582.748291,591.2022705,1.1221253,25,1983.381050803274320,12919.281817022159885
Isa,Sokoto,43,6.424425140000000,116943.400200000003679,2038.365967,57.371151,3.6769924,32,1618.437603565152585,22564.455003844541352
Ogun Waterside,Ogun,43,4.268623333000000,113236.732000000003609,1031.273315,109.8028336,3.7973545,0,1059.135610582600521,842.223006812979179
Ifelodun,Osun,57,4.654606667000000,356705.199000000022352,156.8113403,2274.740967,1.5979582,2,391.101367422496367,2643.986102075828057
Arochukwu,Abia,72,7.897820000000000,142898.504300000000512,440.4686279,324.4237976,5.0385413,0,1100.612961862725115,11040.913556169536605
Ijebu Ode,Ogun,105,3.924258333000000,395620.805799999972805,213.6485596,1851.736328,2.6540565,0,1096.545248785579133,5730.629185494543890
Magumeri,Borno,17,13.104269999900000,176213.693200000008801,4557.133789,38.6676598,0.9647377,201,11160.725184103197535,32991.080309743767430
Boki,Cross River,131,8.788495100000000,140135.855099999986123,2833.627686,49.4545746,9.3480711,0,3221.697087046488832,5047.590702221747961
Kwami,Gombe,79,11.254272459999999,420058.412300000025425,1850.408081,227.0085297,1.8806908,0,3215.380738097090671,2151.287350625341332
Ekiti East,Ekiti,36,5.730460000000000,129510.137499999997090,303.4558105,426.7841797,2.7797053,0,4065.549413764080327,40764.433102067647269
Moro,Kwara,78,4.783100000000000,252624.799399999988964,3104.004639,81.386734,3.0875828,2,7199.009588083753442,1966.608321272409739
Ezinihitte,Imo,57,7.304676667000000,210171.345700000005309,112.8175888,1862.930664,2.7120728,0,1344.129745660881781,3924.993557995441279
Kala Balge,Borno,17,14.465982800000001,40813.805730000000040,3162.908203,12.9038858,4.1652575,55,11234.972078856317239,2649.014019898788320
Awe,Nasarawa,66,9.149933863499999,163462.663999999989755,2572.947022,63.5312996,4.0376191,91,11116.122864367189322,2199.222513877888105
Orolu,Osun,22,4.466706667000000,64839.726510000000417,77.4574509,837.1011963,3.3929815,0,2645.610236852504840,6922.531467241457904
Obubra,Cross River,99,8.259156700000000,121254.320699999996577,1693.988281,71.5791931,8.1646576,1,3568.009273101676172,1858.439521797624138
Akoko-Edo,Edo,59,6.017744385450000,256984.091799999994691,1366.664673,188.0374146,2.295862,1,1006.282175969701484,12589.129577063273246
Osogbo,Osun,134,4.551950000000000,290256.584800000011455,93.1343613,3116.535889,4.6166048,0,786.689953515746424,45.359114261230246
Ise/Orun,Ekiti,49,5.425119000000000,121504.855899999995017,428.6018677,283.4911804,4.0327606,0,2280.900665726227999,3499.805986295288221
Njaba,Imo,28,6.994917000000000,157062.700400000001537,56.5803757,2775.921875,1.7827275,0,370.174468935155346,2790.755943733127424
Obi,Benue,60,8.272751667000000,119055.451400000005378,513.4996338,231.8510895,5.0396686,0,1766.557863469980475,17024.393347731620452
Buruku,Benue,136,9.151488333000000,525010.082000000053085,1368.197388,383.723938,2.5904264,16,1715.007463348619922,4899.343625994436479
Obudu,Cross River,100,9.071403340630001,125629.193599999998696,443.2595215,283.4212952,7.9599333,0,593.717715186551800,1057.266926642432963
Orlu,Imo,124,7.008211667000000,364364.519399999990128,129.8314972,2806.44165,3.4031854,1,475.417914869320612,3618.953145237743229
Iwo,Osun,85,4.182771667000000,348050.380999999993946,212.1483002,1640.599487,2.4421751,1,1988.240050897837364,179.851234578502613
Awka North,Anambra,62,7.068941700000000,155154.056899999995949,372.5757446,416.4362793,3.9960282,18,4405.074310363396762,1790.095572327941682
Tarka,Benue,65,8.931896667000000,109340.688200000004144,488.0156555,224.0516052,5.9447222,1,2481.987458247983795,3965.832754287133866
